# LG	Marker	cM	Scaffold	Scaffold Orientation	Scaffold BP	LG BP	NodeIndex
4	19375	7.54	tig00002615_pilon	-	719139	21301797	1
4	19374	7.54	tig00002615_pilon	-	64024	21956912	1
4	19373	7.54	tig00002615_pilon	-	8028	22012908	1
4	19389	7.54	tig00002616_pilon	-	964981	22237110	1
4	19387	7.54	tig00002616_pilon	-	859691	22342400	1
4	19386	7.54	tig00002616_pilon	-	810163	22391928	1
4	19385	7.54	tig00002616_pilon	-	526285	22675806	1
4	19384	7.54	tig00002616_pilon	-	229008	22973083	1
4	19383	7.54	tig00002616_pilon	-	229005	22973086	1
4	20006	7.54	tig00002634_pilon	-	707513	24491132	1
4	20005	7.54	tig00002634_pilon	-	707255	24491390	1
4	21187	7.54	tig00002702_pilon	-	33442	25229628	1
4	21186	7.54	tig00002702_pilon	-	28640	25234430	1
4	21185	7.54	tig00002702_pilon	-	28360	25234710	1
4	21184	7.54	tig00002702_pilon	-	28327	25234743	1
4	7778	8.08	tig00000848_pilon	+	8064	25271233	2
4	7779	8.08	tig00000848_pilon	+	8415	25271584	2
4	7780	8.08	tig00000848_pilon	+	8423	25271592	2
4	7781	8.08	tig00000848_pilon	+	8434	25271603	2
4	7782	8.08	tig00000848_pilon	+	8446	25271615	2
4	7783	8.62	tig00000848_pilon	+	18052	25281221	2
4	22839	8.62	tig00096890_pilon	+	486797	25986657	3
4	22840	8.62	tig00096890_pilon	+	486842	25986702	3
4	22843	8.62	tig00096890_pilon	+	486935	25986795	3
4	22844	8.62	tig00096890_pilon	+	486937	25986797	3
4	22845	8.62	tig00096890_pilon	+	486958	25986818	3
4	22846	8.62	tig00096890_pilon	+	486959	25986819	3
4	22847	8.62	tig00096890_pilon	+	487073	25986933	3
4	22848	8.62	tig00096890_pilon	+	487135	25986995	3
4	22849	8.62	tig00096890_pilon	+	487169	25987029	3
4	22850	8.62	tig00096890_pilon	+	487173	25987033	3
4	22851	8.62	tig00096890_pilon	+	487175	25987035	3
4	22852	8.62	tig00096890_pilon	+	487179	25987039	3
4	8147	11.31	tig00002315_pilon	+	3095707	29463576	4
4	8148	11.31	tig00002315_pilon	+	3095899	29463768	4
4	8167	11.31	tig00002315_pilon	+	3950469	30318338	4
4	8168	11.31	tig00002315_pilon	+	3950496	30318365	4
4	8169	11.84	tig00002315_pilon	+	4023403	30391272	4
4	8170	11.84	tig00002315_pilon	+	4023408	30391277	4
4	8171	12.38	tig00002315_pilon	+	4056371	30424240	4
4	8179	12.92	tig00002315_pilon	+	4212277	30580146	4
4	8180	12.92	tig00002315_pilon	+	4212424	30580293	4
4	8182	13.46	tig00002315_pilon	+	4236601	30604470	4
4	8183	13.99	tig00002315_pilon	+	4285686	30653555	4
4	8184	13.99	tig00002315_pilon	+	4285724	30653593	4
4	8185	13.99	tig00002315_pilon	+	4285820	30653689	4
4	8186	13.99	tig00002315_pilon	+	4285850	30653719	4
4	8187	13.99	tig00002315_pilon	+	4285906	30653775	4
4	8188	13.99	tig00002315_pilon	+	4403819	30771688	4
4	8189	13.99	tig00002315_pilon	+	4403821	30771690	4
4	8190	14.53	tig00002315_pilon	+	4463883	30831752	4
4	8191	14.53	tig00002315_pilon	+	4463984	30831853	4
4	8192	14.53	tig00002315_pilon	+	4464268	30832137	4
4	8193	14.53	tig00002315_pilon	+	4464346	30832215	4
4	8194	14.53	tig00002315_pilon	+	4477812	30845681	4
4	8195	14.53	tig00002315_pilon	+	4479018	30846887	4
4	8196	14.53	tig00002315_pilon	+	4480174	30848043	4
4	8197	14.53	tig00002315_pilon	+	4551259	30919128	4
4	8198	14.53	tig00002315_pilon	+	4551269	30919138	4
4	8199	14.53	tig00002315_pilon	+	4551867	30919736	4
4	8200	14.53	tig00002315_pilon	+	4559995	30927864	4
4	8201	14.53	tig00002315_pilon	+	4673876	31041745	4
4	8202	14.53	tig00002315_pilon	+	4674331	31042200	4
4	8203	14.53	tig00002315_pilon	+	4674795	31042664	4
4	8204	14.53	tig00002315_pilon	+	4675052	31042921	4
4	8205	14.53	tig00002315_pilon	+	4696871	31064740	4
4	8206	14.53	tig00002315_pilon	+	4736835	31104704	4
4	8207	14.53	tig00002315_pilon	+	4736836	31104705	4
4	8208	14.53	tig00002315_pilon	+	4736866	31104735	4
4	8209	14.53	tig00002315_pilon	+	4736867	31104736	4
4	8210	14.53	tig00002315_pilon	+	4736868	31104737	4
4	8213	14.53	tig00002315_pilon	+	4852573	31220442	4
4	8214	14.53	tig00002315_pilon	+	4878928	31246797	4
4	8215	14.53	tig00002315_pilon	+	4878966	31246835	4
4	8216	14.53	tig00002315_pilon	+	4878967	31246836	4
4	8217	14.53	tig00002315_pilon	+	4878992	31246861	4
4	8218	14.53	tig00002315_pilon	+	4879053	31246922	4
4	8219	14.53	tig00002315_pilon	+	4879250	31247119	4
4	8220	14.53	tig00002315_pilon	+	4924531	31292400	4
4	8221	14.53	tig00002315_pilon	+	4924632	31292501	4
4	8222	14.53	tig00002315_pilon	+	4924708	31292577	4
4	8250	14.53	tig00002315_pilon	+	5354911	31722780	4
4	8251	14.53	tig00002315_pilon	+	5354913	31722782	4
4	8252	14.53	tig00002315_pilon	+	5354937	31722806	4
4	8253	14.53	tig00002315_pilon	+	5354954	31722823	4
4	8254	14.53	tig00002315_pilon	+	5355490	31723359	4
4	8265	14.53	tig00002315_pilon	+	5608753	31976622	4
4	8266	14.53	tig00002315_pilon	+	5608832	31976701	4
4	8294	15.07	tig00002315_pilon	+	5866759	32234628	4
4	8295	15.07	tig00002315_pilon	+	5866778	32234647	4
4	8296	15.61	tig00002315_pilon	+	5867609	32235478	4
4	8297	15.61	tig00002315_pilon	+	5882122	32249991	4
4	8299	16.14	tig00002315_pilon	+	6029884	32397753	4
4	8300	16.14	tig00002315_pilon	+	6030013	32397882	4
4	8301	16.14	tig00002315_pilon	+	6030185	32398054	4
4	8302	16.14	tig00002315_pilon	+	6030194	32398063	4
4	8303	16.14	tig00002315_pilon	+	6030225	32398094	4
4	8304	16.14	tig00002315_pilon	+	6030258	32398127	4
4	8305	16.14	tig00002315_pilon	+	6030275	32398144	4
4	8306	16.14	tig00002315_pilon	+	6030281	32398150	4
4	8307	16.14	tig00002315_pilon	+	6030294	32398163	4
4	8308	16.14	tig00002315_pilon	+	6030307	32398176	4
4	8309	16.14	tig00002315_pilon	+	6030309	32398178	4
4	8310	16.14	tig00002315_pilon	+	6030314	32398183	4
4	8311	16.14	tig00002315_pilon	+	6030329	32398198	4
4	8312	16.14	tig00002315_pilon	+	6030362	32398231	4
4	8313	16.14	tig00002315_pilon	+	6030377	32398246	4
4	8314	16.14	tig00002315_pilon	+	6030390	32398259	4
4	8315	16.14	tig00002315_pilon	+	6030393	32398262	4
4	8316	16.14	tig00002315_pilon	+	6030394	32398263	4
4	8317	16.14	tig00002315_pilon	+	6030544	32398413	4
4	8318	16.14	tig00002315_pilon	+	6030566	32398435	4
4	8319	16.14	tig00002315_pilon	+	6030568	32398437	4
4	8320	16.14	tig00002315_pilon	+	6030580	32398449	4
4	8321	16.14	tig00002315_pilon	+	6030624	32398493	4
4	8322	16.14	tig00002315_pilon	+	6055383	32423252	4
4	8324	16.14	tig00002315_pilon	+	6100221	32468090	4
4	8325	16.14	tig00002315_pilon	+	6100245	32468114	4
4	8326	16.14	tig00002315_pilon	+	6100335	32468204	4
4	8327	16.14	tig00002315_pilon	+	6143609	32511478	4
4	8328	16.14	tig00002315_pilon	+	6145620	32513489	4
4	8329	16.14	tig00002315_pilon	+	6145621	32513490	4
4	8330	16.14	tig00002315_pilon	+	6145688	32513557	4
4	8331	16.14	tig00002315_pilon	+	6145694	32513563	4
4	8332	16.14	tig00002315_pilon	+	6145709	32513578	4
4	8344	17.22	tig00002315_pilon	+	6383180	32751049	4
4	8345	17.22	tig00002315_pilon	+	6383192	32751061	4
4	8346	17.22	tig00002315_pilon	+	6383228	32751097	4
4	8347	17.22	tig00002315_pilon	+	6383288	32751157	4
4	8348	17.22	tig00002315_pilon	+	6383310	32751179	4
4	8362	17.22	tig00002315_pilon	+	6402436	32770305	4
4	8363	17.22	tig00002315_pilon	+	6402459	32770328	4
4	8393	17.76	tig00002315_pilon	+	6789104	33156973	4
4	8394	17.76	tig00002315_pilon	+	6789189	33157058	4
4	8395	17.76	tig00002315_pilon	+	6790540	33158409	4
4	8400	17.76	tig00002315_pilon	+	6832242	33200111	4
4	8403	17.76	tig00002315_pilon	+	6848511	33216380	4
4	8404	17.76	tig00002315_pilon	+	6848578	33216447	4
4	8405	17.76	tig00002315_pilon	+	6848581	33216450	4
4	8406	17.76	tig00002315_pilon	+	6848583	33216452	4
4	8407	17.76	tig00002315_pilon	+	6848589	33216458	4
4	8408	17.76	tig00002315_pilon	+	6848607	33216476	4
4	8409	17.76	tig00002315_pilon	+	6848610	33216479	4
4	8410	17.76	tig00002315_pilon	+	6848808	33216677	4
4	8411	18.83	tig00002315_pilon	+	6880404	33248273	4
4	8412	18.83	tig00002315_pilon	+	6881166	33249035	4
4	8413	18.83	tig00002315_pilon	+	6881232	33249101	4
4	8414	18.83	tig00002315_pilon	+	6881459	33249328	4
4	8415	18.83	tig00002315_pilon	+	6881474	33249343	4
4	8419	18.83	tig00002315_pilon	+	7081621	33449490	4
4	8420	18.83	tig00002315_pilon	+	7088538	33456407	4
4	8421	18.83	tig00002315_pilon	+	7088589	33456458	4
4	8422	18.83	tig00002315_pilon	+	7088722	33456591	4
4	8423	18.83	tig00002315_pilon	+	7088734	33456603	4
4	8424	18.83	tig00002315_pilon	+	7088813	33456682	4
4	8425	18.83	tig00002315_pilon	+	7089625	33457494	4
4	8426	18.83	tig00002315_pilon	+	7089734	33457603	4
4	8427	18.83	tig00002315_pilon	+	7089843	33457712	4
4	8428	18.83	tig00002315_pilon	+	7089852	33457721	4
4	8429	18.83	tig00002315_pilon	+	7089871	33457740	4
4	8430	18.83	tig00002315_pilon	+	7089945	33457814	4
4	8431	18.83	tig00002315_pilon	+	7089951	33457820	4
4	8432	18.83	tig00002315_pilon	+	7090151	33458020	4
4	8433	18.83	tig00002315_pilon	+	7090152	33458021	4
4	8434	18.83	tig00002315_pilon	+	7090185	33458054	4
4	8435	18.83	tig00002315_pilon	+	7090231	33458100	4
4	8436	18.83	tig00002315_pilon	+	7090270	33458139	4
4	8437	18.83	tig00002315_pilon	+	7090273	33458142	4
4	8438	18.83	tig00002315_pilon	+	7090340	33458209	4
4	8439	18.83	tig00002315_pilon	+	7090342	33458211	4
4	8440	18.83	tig00002315_pilon	+	7090350	33458219	4
4	8441	18.83	tig00002315_pilon	+	7090362	33458231	4
4	8442	18.83	tig00002315_pilon	+	7090387	33458256	4
4	8443	18.83	tig00002315_pilon	+	7090417	33458286	4
4	8444	18.83	tig00002315_pilon	+	7107968	33475837	4
4	8445	18.83	tig00002315_pilon	+	7108001	33475870	4
4	8446	19.37	tig00002315_pilon	+	7138817	33506686	4
4	8447	19.37	tig00002315_pilon	+	7165192	33533061	4
4	8448	19.37	tig00002315_pilon	+	7219815	33587684	4
4	8450	19.37	tig00002315_pilon	+	7294852	33662721	4
4	8451	19.37	tig00002315_pilon	+	7294858	33662727	4
4	8452	19.37	tig00002315_pilon	+	7295065	33662934	4
4	8454	19.37	tig00002315_pilon	+	7309658	33677527	4
4	8455	19.37	tig00002315_pilon	+	7309660	33677529	4
4	8456	19.37	tig00002315_pilon	+	7314126	33681995	4
4	8490	19.37	tig00002315_pilon	+	7399958	33767827	4
4	8491	19.37	tig00002315_pilon	+	7400073	33767942	4
4	8494	19.37	tig00002315_pilon	+	7426096	33793965	4
4	8495	19.37	tig00002315_pilon	+	7426097	33793966	4
4	8496	19.37	tig00002315_pilon	+	7426214	33794083	4
4	8566	19.37	tig00002315_pilon	+	7658513	34026382	4
4	8567	19.37	tig00002315_pilon	+	7658556	34026425	4
4	8568	19.37	tig00002315_pilon	+	7658910	34026779	4
4	8569	19.37	tig00002315_pilon	+	7658928	34026797	4
4	8570	19.37	tig00002315_pilon	+	7658933	34026802	4
4	8571	19.37	tig00002315_pilon	+	7658976	34026845	4
4	8572	19.37	tig00002315_pilon	+	7659010	34026879	4
4	8573	19.37	tig00002315_pilon	+	7659011	34026880	4
4	8574	19.37	tig00002315_pilon	+	7659012	34026881	4
4	8575	19.37	tig00002315_pilon	+	7659171	34027040	4
4	8576	19.37	tig00002315_pilon	+	7659238	34027107	4
4	8595	21.52	tig00002315_pilon	+	7729608	34097477	4
4	8596	21.52	tig00002315_pilon	+	7729642	34097511	4
4	8597	21.52	tig00002315_pilon	+	7729762	34097631	4
4	8611	22.06	tig00002315_pilon	+	7750273	34118142	4
4	8612	22.06	tig00002315_pilon	+	7750320	34118189	4
4	8613	22.06	tig00002315_pilon	+	7750809	34118678	4
4	8623	22.06	tig00002315_pilon	+	7780103	34147972	4
4	8624	22.06	tig00002315_pilon	+	7780194	34148063	4
4	8632	22.06	tig00002315_pilon	+	7816976	34184845	4
4	8633	22.06	tig00002315_pilon	+	7817039	34184908	4
4	8634	23.67	tig00002315_pilon	+	7931325	34299194	4
4	8635	23.67	tig00002315_pilon	+	7931361	34299230	4
4	8636	23.67	tig00002315_pilon	+	7931533	34299402	4
4	8637	23.67	tig00002315_pilon	+	7931570	34299439	4
4	8638	23.67	tig00002315_pilon	+	7931571	34299440	4
4	8639	23.67	tig00002315_pilon	+	7931600	34299469	4
4	8640	23.67	tig00002315_pilon	+	7931626	34299495	4
4	8641	23.67	tig00002315_pilon	+	7931683	34299552	4
4	8642	23.67	tig00002315_pilon	+	7931754	34299623	4
4	8643	23.67	tig00002315_pilon	+	7931762	34299631	4
4	8644	23.67	tig00002315_pilon	+	7931773	34299642	4
4	8645	23.67	tig00002315_pilon	+	7931871	34299740	4
4	8646	23.67	tig00002315_pilon	+	7932304	34300173	4
4	8647	23.67	tig00002315_pilon	+	7932324	34300193	4
4	8648	23.67	tig00002315_pilon	+	7932506	34300375	4
4	8651	23.67	tig00002315_pilon	+	7938024	34305893	4
4	8652	23.67	tig00002315_pilon	+	7938510	34306379	4
4	8653	23.67	tig00002315_pilon	+	7938521	34306390	4
4	8654	23.67	tig00002315_pilon	+	7938531	34306400	4
4	8655	23.67	tig00002315_pilon	+	7938543	34306412	4
4	8656	23.67	tig00002315_pilon	+	7938696	34306565	4
4	8657	23.67	tig00002315_pilon	+	7938921	34306790	4
4	8658	23.67	tig00002315_pilon	+	7938940	34306809	4
4	8659	23.67	tig00002315_pilon	+	7939028	34306897	4
4	8660	23.67	tig00002315_pilon	+	7939042	34306911	4
4	8661	23.67	tig00002315_pilon	+	7939105	34306974	4
4	8662	23.67	tig00002315_pilon	+	7939162	34307031	4
4	8663	23.67	tig00002315_pilon	+	7939285	34307154	4
4	8664	23.67	tig00002315_pilon	+	7939316	34307185	4
4	8665	24.21	tig00002315_pilon	+	7984654	34352523	4
4	8666	24.21	tig00002315_pilon	+	7987459	34355328	4
4	8667	24.21	tig00002315_pilon	+	7987724	34355593	4
4	8669	24.21	tig00002315_pilon	+	8013158	34381027	4
4	8670	24.21	tig00002315_pilon	+	8013174	34381043	4
4	8671	24.21	tig00002315_pilon	+	8013504	34381373	4
4	8672	24.21	tig00002315_pilon	+	8013513	34381382	4
4	8673	24.21	tig00002315_pilon	+	8013532	34381401	4
4	8674	24.21	tig00002315_pilon	+	8013617	34381486	4
4	8675	24.21	tig00002315_pilon	+	8013618	34381487	4
4	8676	24.21	tig00002315_pilon	+	8017382	34385251	4
4	8677	24.21	tig00002315_pilon	+	8024374	34392243	4
4	8678	24.21	tig00002315_pilon	+	8024670	34392539	4
4	8680	24.75	tig00002315_pilon	+	8028956	34396825	4
4	8681	24.75	tig00002315_pilon	+	8029013	34396882	4
4	8682	24.75	tig00002315_pilon	+	8029135	34397004	4
4	8683	24.75	tig00002315_pilon	+	8029145	34397014	4
4	8684	24.75	tig00002315_pilon	+	8029273	34397142	4
4	8685	24.75	tig00002315_pilon	+	8082985	34450854	4
4	8686	24.75	tig00002315_pilon	+	8083220	34451089	4
4	8687	24.75	tig00002315_pilon	+	8083257	34451126	4
4	8688	25.28	tig00002315_pilon	+	8084853	34452722	4
4	8689	25.28	tig00002315_pilon	+	8085112	34452981	4
4	8690	25.28	tig00002315_pilon	+	8085305	34453174	4
4	8691	25.28	tig00002315_pilon	+	8085591	34453460	4
4	8692	25.28	tig00002315_pilon	+	8085603	34453472	4
4	8693	25.28	tig00002315_pilon	+	8085627	34453496	4
4	8694	25.28	tig00002315_pilon	+	8085648	34453517	4
4	8695	25.28	tig00002315_pilon	+	8085672	34453541	4
4	8696	25.28	tig00002315_pilon	+	8085741	34453610	4
4	8697	25.28	tig00002315_pilon	+	8085798	34453667	4
4	8698	25.28	tig00002315_pilon	+	8085822	34453691	4
4	8699	25.28	tig00002315_pilon	+	8085861	34453730	4
4	8700	25.28	tig00002315_pilon	+	8085876	34453745	4
4	8701	25.28	tig00002315_pilon	+	8085888	34453757	4
4	8702	25.28	tig00002315_pilon	+	8085933	34453802	4
4	8703	25.28	tig00002315_pilon	+	8096010	34463879	4
4	8704	25.28	tig00002315_pilon	+	8096582	34464451	4
4	8705	25.28	tig00002315_pilon	+	8096711	34464580	4
4	8706	25.28	tig00002315_pilon	+	8097918	34465787	4
4	8707	25.28	tig00002315_pilon	+	8097994	34465863	4
4	8708	25.28	tig00002315_pilon	+	8098025	34465894	4
4	8709	25.28	tig00002315_pilon	+	8098037	34465906	4
4	8710	25.28	tig00002315_pilon	+	8098087	34465956	4
4	8711	25.28	tig00002315_pilon	+	8157530	34525399	4
4	8712	25.28	tig00002315_pilon	+	8157545	34525414	4
4	8713	25.28	tig00002315_pilon	+	8157550	34525419	4
4	8714	25.28	tig00002315_pilon	+	8157568	34525437	4
4	8715	25.28	tig00002315_pilon	+	8157675	34525544	4
4	8716	25.28	tig00002315_pilon	+	8157676	34525545	4
4	8717	25.28	tig00002315_pilon	+	8157886	34525755	4
4	8718	25.28	tig00002315_pilon	+	8157911	34525780	4
4	8719	25.28	tig00002315_pilon	+	8157923	34525792	4
4	8720	25.28	tig00002315_pilon	+	8159783	34527652	4
4	8721	25.28	tig00002315_pilon	+	8159805	34527674	4
4	8722	25.28	tig00002315_pilon	+	8159891	34527760	4
4	8723	25.28	tig00002315_pilon	+	8160162	34528031	4
4	8724	25.28	tig00002315_pilon	+	8160195	34528064	4
4	8725	25.28	tig00002315_pilon	+	8160252	34528121	4
4	8726	25.28	tig00002315_pilon	+	8160372	34528241	4
4	8727	25.28	tig00002315_pilon	+	8160501	34528370	4
4	8730	25.28	tig00002315_pilon	+	8190736	34558605	4
4	8731	25.28	tig00002315_pilon	+	8191525	34559394	4
4	8732	25.28	tig00002315_pilon	+	8194946	34562815	4
4	8733	25.28	tig00002315_pilon	+	8195554	34563423	4
4	8734	25.28	tig00002315_pilon	+	8195733	34563602	4
4	8735	25.82	tig00002315_pilon	+	8224371	34592240	4
4	8744	25.82	tig00002315_pilon	+	8227602	34595471	4
4	8745	25.82	tig00002315_pilon	+	8227644	34595513	4
4	8746	25.82	tig00002315_pilon	+	8227961	34595830	4
4	8747	25.82	tig00002315_pilon	+	8228199	34596068	4
4	8748	25.82	tig00002315_pilon	+	8228233	34596102	4
4	8749	25.82	tig00002315_pilon	+	8228249	34596118	4
4	8753	25.82	tig00002315_pilon	+	8325577	34693446	4
4	8754	25.82	tig00002315_pilon	+	8325844	34693713	4
4	8755	25.82	tig00002315_pilon	+	8326036	34693905	4
4	8962	27.44	tig00002315_pilon	+	8818749	35186618	4
4	8963	27.44	tig00002315_pilon	+	8818750	35186619	4
4	8964	27.44	tig00002315_pilon	+	8818754	35186623	4
4	8965	27.44	tig00002315_pilon	+	8818783	35186652	4
4	8966	27.44	tig00002315_pilon	+	8818787	35186656	4
4	8967	27.44	tig00002315_pilon	+	8818800	35186669	4
4	9037	27.97	tig00002315_pilon	+	8926183	35294052	4
4	9038	27.97	tig00002315_pilon	+	8926212	35294081	4
4	9039	27.97	tig00002315_pilon	+	8926213	35294082	4
4	9040	27.97	tig00002315_pilon	+	8926253	35294122	4
4	9041	27.97	tig00002315_pilon	+	8926383	35294252	4
4	9042	27.97	tig00002315_pilon	+	8926402	35294271	4
4	9043	27.97	tig00002315_pilon	+	8926458	35294327	4
4	9044	27.97	tig00002315_pilon	+	8926486	35294355	4
4	9045	27.97	tig00002315_pilon	+	8926496	35294365	4
4	9046	29.59	tig00002315_pilon	+	8930948	35298817	4
4	9047	29.59	tig00002315_pilon	+	8931142	35299011	4
4	9048	29.59	tig00002315_pilon	+	8931149	35299018	4
4	9049	29.59	tig00002315_pilon	+	8933225	35301094	4
4	9051	31.2	tig00002315_pilon	+	8998088	35365957	4
4	9112	31.2	tig00002315_pilon	+	9254874	35622743	4
4	9120	31.74	tig00002315_pilon	+	9285701	35653570	4
4	9121	31.74	tig00002315_pilon	+	9286004	35653873	4
4	9122	31.74	tig00002315_pilon	+	9286020	35653889	4
4	9124	32.27	tig00002315_pilon	+	9299319	35667188	4
4	9126	32.27	tig00002315_pilon	+	9304834	35672703	4
4	9130	32.81	tig00002315_pilon	+	9312434	35680303	4
4	9131	32.81	tig00002315_pilon	+	9312499	35680368	4
4	9143	33.35	tig00002315_pilon	+	9319540	35687409	4
4	9144	33.35	tig00002315_pilon	+	9319548	35687417	4
4	9155	33.35	tig00002315_pilon	+	9332526	35700395	4
4	9156	33.35	tig00002315_pilon	+	9332548	35700417	4
4	9157	33.35	tig00002315_pilon	+	9332602	35700471	4
4	9158	33.35	tig00002315_pilon	+	9332695	35700564	4
4	9159	33.35	tig00002315_pilon	+	9332788	35700657	4
4	9160	33.35	tig00002315_pilon	+	9332818	35700687	4
4	9161	33.35	tig00002315_pilon	+	9332821	35700690	4
4	9162	33.35	tig00002315_pilon	+	9332854	35700723	4
4	9163	33.35	tig00002315_pilon	+	9332887	35700756	4
4	9164	33.35	tig00002315_pilon	+	9332920	35700789	4
4	9165	33.35	tig00002315_pilon	+	9332941	35700810	4
4	9166	33.35	tig00002315_pilon	+	9332960	35700829	4
4	9167	33.35	tig00002315_pilon	+	9332986	35700855	4
4	9168	33.35	tig00002315_pilon	+	9332992	35700861	4
4	9169	33.35	tig00002315_pilon	+	9332994	35700863	4
4	9170	33.35	tig00002315_pilon	+	9333007	35700876	4
4	9171	33.35	tig00002315_pilon	+	9333134	35701003	4
4	9172	33.35	tig00002315_pilon	+	9333294	35701163	4
4	9197	33.35	tig00002315_pilon	+	9344543	35712412	4
4	9198	33.35	tig00002315_pilon	+	9344661	35712530	4
4	9199	33.35	tig00002315_pilon	+	9344940	35712809	4
4	9200	33.35	tig00002315_pilon	+	9344972	35712841	4
4	9201	33.35	tig00002315_pilon	+	9344977	35712846	4
4	9202	33.35	tig00002315_pilon	+	9345038	35712907	4
4	9203	33.35	tig00002315_pilon	+	9345156	35713025	4
4	9204	33.35	tig00002315_pilon	+	9345218	35713087	4
4	9224	33.35	tig00002315_pilon	+	9372237	35740106	4
4	9225	33.35	tig00002315_pilon	+	9372394	35740263	4
4	9226	33.35	tig00002315_pilon	+	9372457	35740326	4
4	9227	33.35	tig00002315_pilon	+	9372466	35740335	4
4	9228	33.35	tig00002315_pilon	+	9372550	35740419	4
4	9229	33.89	tig00002315_pilon	+	9396620	35764489	4
4	9230	33.89	tig00002315_pilon	+	9396776	35764645	4
4	9231	33.89	tig00002315_pilon	+	9396806	35764675	4
4	9232	33.89	tig00002315_pilon	+	9396849	35764718	4
4	9233	33.89	tig00002315_pilon	+	9396858	35764727	4
4	9234	33.89	tig00002315_pilon	+	9396872	35764741	4
4	9235	33.89	tig00002315_pilon	+	9396914	35764783	4
4	9236	33.89	tig00002315_pilon	+	9396925	35764794	4
4	9237	33.89	tig00002315_pilon	+	9468656	35836525	4
4	9238	33.89	tig00002315_pilon	+	9469260	35837129	4
4	9239	33.89	tig00002315_pilon	+	9469647	35837516	4
4	9242	33.89	tig00002315_pilon	+	9532808	35900677	4
4	9243	33.89	tig00002315_pilon	+	9532822	35900691	4
4	9244	33.89	tig00002315_pilon	+	9532930	35900799	4
4	9247	35.5	tig00002315_pilon	+	9554599	35922468	4
4	9248	35.5	tig00002315_pilon	+	9554945	35922814	4
4	9249	35.5	tig00002315_pilon	+	9555035	35922904	4
4	9293	36.04	tig00002315_pilon	+	9623324	35991193	4
4	9296	36.04	tig00002315_pilon	+	9647103	36014972	4
4	9330	36.04	tig00002315_pilon	+	9709585	36077454	4
4	9331	36.04	tig00002315_pilon	+	9709613	36077482	4
4	9332	36.04	tig00002315_pilon	+	9709665	36077534	4
4	9333	36.04	tig00002315_pilon	+	9709666	36077535	4
4	9674	36.04	tig00002315_pilon	+	10289542	36657411	4
4	9675	36.04	tig00002315_pilon	+	10289569	36657438	4
4	9676	36.04	tig00002315_pilon	+	10289573	36657442	4
4	9677	36.04	tig00002315_pilon	+	10289605	36657474	4
4	9678	40.88	tig00002315_pilon	+	10293683	36661552	4
4	9679	40.88	tig00002315_pilon	+	10293732	36661601	4
4	9680	40.88	tig00002315_pilon	+	10293932	36661801	4
4	9681	40.88	tig00002315_pilon	+	10293945	36661814	4
4	9682	40.88	tig00002315_pilon	+	10293987	36661856	4
4	9683	40.88	tig00002315_pilon	+	10294005	36661874	4
4	9684	40.88	tig00002315_pilon	+	10294140	36662009	4
4	9685	40.88	tig00002315_pilon	+	10294244	36662113	4
4	9686	40.88	tig00002315_pilon	+	10294274	36662143	4
4	9687	40.88	tig00002315_pilon	+	10294281	36662150	4
4	9744	40.88	tig00002315_pilon	+	10365273	36733142	4
4	9745	40.88	tig00002315_pilon	+	10365405	36733274	4
4	9773	40.88	tig00002315_pilon	+	10440794	36808663	4
4	9774	40.88	tig00002315_pilon	+	10440864	36808733	4
4	9775	40.88	tig00002315_pilon	+	10440871	36808740	4
4	9776	40.88	tig00002315_pilon	+	10440903	36808772	4
4	9788	40.88	tig00002315_pilon	+	10452159	36820028	4
4	9789	40.88	tig00002315_pilon	+	10452210	36820079	4
4	9790	40.88	tig00002315_pilon	+	10452333	36820202	4
4	9791	40.88	tig00002315_pilon	+	10452355	36820224	4
4	9792	40.88	tig00002315_pilon	+	10452374	36820243	4
4	9793	40.88	tig00002315_pilon	+	10452451	36820320	4
4	9794	40.88	tig00002315_pilon	+	10452574	36820443	4
4	9795	40.88	tig00002315_pilon	+	10452684	36820553	4
4	9796	40.88	tig00002315_pilon	+	10452754	36820623	4
4	9797	40.88	tig00002315_pilon	+	10452796	36820665	4
4	9798	40.88	tig00002315_pilon	+	10452919	36820788	4
4	9799	40.88	tig00002315_pilon	+	10452946	36820815	4
4	9800	40.88	tig00002315_pilon	+	10452969	36820838	4
4	9801	40.88	tig00002315_pilon	+	10453087	36820956	4
4	9817	40.88	tig00002315_pilon	+	10470547	36838416	4
4	9818	40.88	tig00002315_pilon	+	10470756	36838625	4
4	9819	40.88	tig00002315_pilon	+	10470758	36838627	4
4	9820	40.88	tig00002315_pilon	+	10470787	36838656	4
4	9821	40.88	tig00002315_pilon	+	10470788	36838657	4
4	9822	40.88	tig00002315_pilon	+	10470816	36838685	4
4	9823	40.88	tig00002315_pilon	+	10470819	36838688	4
4	9824	40.88	tig00002315_pilon	+	10470822	36838691	4
4	9825	40.88	tig00002315_pilon	+	10471398	36839267	4
4	9832	42.49	tig00002315_pilon	+	10487153	36855022	4
4	9861	42.49	tig00002315_pilon	+	10511595	36879464	4
4	9862	42.49	tig00002315_pilon	+	10511804	36879673	4
4	9863	42.49	tig00002315_pilon	+	10511862	36879731	4
4	9867	42.49	tig00002315_pilon	+	10519400	36887269	4
4	9882	42.49	tig00002315_pilon	+	10572651	36940520	4
4	9883	42.49	tig00002315_pilon	+	10572654	36940523	4
4	9884	42.49	tig00002315_pilon	+	10572829	36940698	4
